직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_원본,해외취업여부,근무지역1,근무지역2,근무지역3
IT·게임,웹기획·웹마케팅·PM,"asp,nt,vb,프로그래밍,웹기획,웹마케팅",0,계약직,"서울,강원,경기",성균관대학교,불어,미응시,無,70.0,0개월,x,서울,강원,경기
경영·기획·회계·사무,사무·총무·법무,"일어,일본어,사무,인사,총무,관리,경리,회계,안내,번역",0,계약직,"서울,경기,",기타,일본,JPT,有,80.0,0개월,x,서울,서울,서울
IT·게임,서버·네트워크·보안,기타,56,계약직,"광주,전남,전국",광주대학교,컴퓨터,미응시,有,70.0,4년 8개월,x,광주,전남,전국
IT·게임,웹마스터,"WindowsNT,UNIX,admin,Linux",0,계약직,"서울,광주,",호남대학교,소프트웨어,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,비서·인포메이션·수행·안내,"전문비서,비서",0,계약직,"서울,서울,서울",동덕여자대학교,국어,TOEIC,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"일반기획,사업기획,경영기획,전략기획",0,계약직,"서울,경기,",서울여자대학교,영어,TEPS,有,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,회계,0,계약직,"충북,대전,충남",한밭대학교,경영,미응시,無,70.0,0개월,x,충북,대전,충남
문화·예술·신문·방송,영상·음향·사진·카메라,기자,0,계약직,"서울,서울,서울",동덕여자대학교,국어,TOEIC,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,기획,0,계약직,"서울,경기,미국",세종대학교,음악,미응시,無,70.0,0개월,x,서울,경기,미국
경영·기획·회계·사무,사무·총무·법무,편집디자인,0,계약직,"서울,경기,인천",동아대학교,행정,미응시,無,70.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,사무·총무·법무,기타,93,계약직,"경기,서울,",기타,행정,불확실,有,90.0,7년 9개월,x,경기,경기,경기
디자인,의류·패션·잡화디자인,"의상디자인,MD",0,계약직,"서울,,",세종대학교,의류,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"웹마스터,IT강사,웹프로그래머",0,계약직,"서울,전국,전북",광주대학교,컴퓨터,미응시,有,70.0,0개월,x,서울,전국,전북
경영·기획·회계·사무,광고·홍보,"홍보,광고,기획",0,계약직,"서울,,",서울여자대학교,경영,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"전기,line관리,생산관리",0,계약직,"충북,광주,서울",호남대학교,전기,TOEIC,有,60.0,0개월,x,충북,광주,서울
전문·교육·자격,교육·교사·교수·강사,"강사,재무,세무,회계,수학",0,계약직,"서울,경기,",성균관대학교,회계,미응시,無,60.0,0개월,x,서울,서울,서울
IT·게임,웹디자인,"웹디자인,포토샵,일러스트,플래쉬,드림위버,나모",60,정규직,"서울,서울,서울",한림대학교,법,미응시,有,60.0,5년 0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,사무직,0,계약직,"서울,인천,경기",세명대학교,영어,미응시,無,80.0,0개월,x,서울,인천,경기
IT·게임,"응용프로그래머(Unix,Linux,Java)","VisualBasic,VB,Delphi,Oracle,SQLServer,MCDBA,UML",0,계약직,"서울,경기,경남",동서대학교,컴퓨터,미응시,有,90.0,0개월,x,서울,경기,경남
영업·판매·TM,영업관리·영업지원,"영업,영업관리,영업기획",0,계약직,"서울,경기,",한림대학교,경영,미응시,有,50.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"VAN&PG관련,일반사무",0,계약직,"서울,서울,서울",성균관대학교,사학,미응시,無,80.0,0개월,x,서울,서울,서울
디자인,그래픽디자인·CG,"편집,CG,시각디자인,",0,계약직,"서울,경기,부산",동서대학교,디자인,미응시,有,70.0,0개월,x,서울,경기,부산
전문·교육·자격,교육·교사·교수·강사,"교육,강사,컴퓨터",0,계약직,"서울,경기,서울",동아대학교,도시,미응시,無,70.0,0개월,x,서울,경기,서울
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,전략",0,계약직,"서울,경기,",동덕여자대학교,무역,미응시,有,70.0,0개월,x,서울,서울,서울
IT·게임,서버·네트워크·보안,"WinNT,2000,보안,서버,네트워크,UNIX,LINUX,SQL",0,계약직,"인천,서울,경기",성공회대학교,정보,미응시,有,70.0,0개월,x,인천,서울,경기
문화·예술·신문·방송,영상·음향·사진·카메라,"영어교육,편집",0,계약직,"서울,경기,",성신여자대학교,국어,미응시,無,70.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,식품가공,"TOEIC940,무역전공,신입,해외영업을하고싶습니다.",0,계약직,"서울,경기,기타",기타,무역,TOEIC,有,80.0,0개월,x,서울,경기,기타
IT·게임,웹프로그래머,"OCP,Linux,PHP,ASP,JSP,DataBase,빌링시스템,Apache,DNS",0,계약직,"서울,서울,서울",동의대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
영업·판매·TM,텔레마케팅(인/아웃바운드TM),"콜센터,고객상담,고객지원,인바운드tm,엑셀,파워포인트,OA",0,계약직,"서울,경기,전북",전주대학교,불어,미응시,有,70.0,0개월,x,서울,경기,전북
IT·게임,하드웨어설계·개발·관리,"LOGIC설계(CPLD),회로설계(ORCAD),ARTWORK,회로분석",0,계약직,"서울,경기,인천",세명대학교,전자,미응시,無,70.0,0개월,x,서울,경기,인천
IT·게임,"응용프로그래머(Unix,Linux,Java)","VisualBasic,VB,Delphi,SQLServer,Oracle,ASP,UML",0,계약직,"서울,경기,경남",동서대학교,컴퓨터,미응시,有,90.0,0개월,x,서울,경기,경남
경영·기획·회계·사무,사무·총무·법무,"관리,총무,사무",0,계약직,"서울,경기,",군산대학교,행정,미응시,無,80.0,0개월,x,서울,서울,서울
영업·판매·TM,영업관리·영업지원,"화학,화학공학,영업,기술영업,영업관리,수질환경기사,대기환경기사,화공",0,계약직,"서울,경기,",기타,화학,미응시,有,70.0,0개월,x,서울,서울,서울
영업·판매·TM,해외영업,"해외영업,무역,수출,수입,수출입",0,계약직,"서울,경기,",성균관대학교,경제,TOEIC,有,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"기획,전략,경영기획,사업기획,제안,마케팅,마케팅기획,영업기획",0,계약직,"서울,경기,경기",선문대학교,경영,미응시,有,50.0,0개월,x,서울,경기,경기
영업·판매·TM,해외영업,Sales&MarketingManager,0,계약직,"홍콩,중국,서울",성균관대학교,전자,미응시,無,70.0,0개월,x,홍콩,중국,서울
IT·게임,웹프로그래머,"웹프로그램,ASP,PHP,JSP,Linux,Windows,Unix,VB,서버관리",0,계약직,"서울,서울,서울",기타,유전,미응시,有,70.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"델파이,Oracle,PRO*C,UNIXC,java,가우스",0,계약직,"서울,경기,인천",한림대학교,통계,미응시,無,70.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,경리·회계,회계외,0,계약직,"충남,경기,",서원대학교,회계,미응시,無,70.0,0개월,x,충남,충남,충남
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사관리,인사담당,인사총무,임금관리,무역사무,무역실무",103,정규직,"서울,서울,서울",동덕여자대학교,경영,TOEIC,有,60.0,8년 7개월,x,서울,서울,서울
문화·예술·신문·방송,신문·방송·잡지기자,잡지편집,0,계약직,"서울,경기,경북",연세대학교,성악,미응시,無,90.0,0개월,x,서울,경기,경북
경영·기획·회계·사무,무역·수출입·운송사무,"일어,일본어",0,계약직,"서울,,",성신여자대학교,일본,JPT,無,80.0,0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,영업관리,0,계약직,"서울,경기,전국",세종대학교,경영,미응시,無,70.0,0개월,x,서울,경기,전국
IT·게임,웹디자인,웹디자이너,0,계약직,"서울,전북,전남",한일장신대학교,디자인,미응시,無,80.0,0개월,x,서울,전북,전남
영업·판매·TM,판매·매장관리·캐셔·프런트,"매장관리,운송,무역",0,계약직,"서울,인천,",기타,전자,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"회계,금융,자금,재무",0,계약직,"서울,대전,",이화여자대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"엑셀,파워포인트,한글워드,인터넷검색,영업관리,매장관리",0,계약직,"서울,경기,전북",전주대학교,법,미응시,無,70.0,0개월,x,서울,경기,전북
기술·과학·산업,연구개발·R&D,기타,25,계약직,"서울,경기,",기타,전기,미응시,有,70.0,2년 1개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,총무,비서",0,계약직,"서울,서울,서울",서원대학교,정치,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,기타 경영·기획·회계·사무,일반사무직,25,계약직,"서울,,",세종대학교,영어,미응시,無,70.0,2년 1개월,x,서울,서울,서울
건설·기계·전기·전자,건설·토목·건축설비,토목설계,0,계약직,"서울,경기,인천",광주대학교,토목,미응시,有,70.0,0개월,x,서울,경기,인천
IT·게임,웹프로그래머,기타,35,계약직,"서울,부산,대전",동아대학교,정치,미응시,有,70.0,2년 11개월,x,서울,부산,대전
재료·화학·섬유·의복,섬유·의복,기타,0,계약직,"서울,경기,",광주대학교,의류,미응시,無,80.0,0개월,x,서울,서울,서울
전문·교육·자격,법률·법무·특허·상표,"법무,채권",0,계약직,"서울,경기,전남",세종대학교,경영,불확실,無,60.0,0개월,x,서울,경기,전남
건설·기계·전기·전자,전기·전자·제어,제어,0,계약직,"서울,인천,",전주대학교,전자,미응시,無,60.0,0개월,x,서울,서울,서울
전문·교육·자격,경영분석·컨설팅·M&A,"아웃플레이스먼트컨설턴트,MBTI,DiSC,실버정년컨설팅",0,계약직,"서울,경기,",연세대학교,물리,미응시,無,50.0,0개월,x,서울,서울,서울
디자인,그래픽디자인·CG,"편집디자인,photoShop,산업디자인,맥디자인,그래픽디자인,CG",0,계약직,"서울,경기,",기타,미술,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"기획,전략기획,이벤트기획,서비스기획",0,계약직,"서울,서울,서울",한성대학교,무역,미응시,有,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"무역,홍보,사무,관리",0,계약직,"서울,중국,홍콩",한세대학교,음악,미응시,無,70.0,0개월,x,서울,중국,홍콩
건설·기계·전기·전자,전기·전자·제어,"PCB,CAD,제어,전자,설계,기술영업,계측,자동화,자동제어,",0,계약직,"서울,경기,충남",선문대학교,제어,미응시,有,60.0,0개월,x,서울,경기,충남
경영·기획·회계·사무,경리·회계,"MBA,CPA,회계,재무,자금,세무,금융,경리,결산",0,계약직,"서울,경기,충북",연세대학교,대기과학,미응시,有,70.0,0개월,x,서울,경기,충북
IT·게임,웹기획·웹마케팅·PM,"웹기획,마케팅,컨텐츠제휴",0,계약직,"서울,,",중앙대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","MCSD,.Net,C#",0,계약직,"서울,대전,광주",목포대학교,무역,미응시,有,80.0,0개월,x,서울,대전,광주
건설·기계·전기·전자,전기·전자·제어,제어,0,계약직,"서울,인천,경기",전주대학교,전자,미응시,有,60.0,0개월,x,서울,인천,경기
건설·기계·전기·전자,전기·전자·제어,"연구&개발,CAD,H,W,R&D",0,계약직,"서울,경기,기타",목포대학교,제어,미응시,有,80.0,0개월,x,서울,경기,기타
IT·게임,"응용프로그래머(Unix,Linux,Java)","시스템프로그래머,프로그래머",0,계약직,"서울,경기,",광주대학교,전자,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,금융,0,계약직,"서울,경기,",한성대학교,정보,미응시,無,70.0,0개월,x,서울,서울,서울
전문·교육·자격,기타 전문·교육·자격,상담,93,"정규직, 파견직","서울,경기,경기",광주대학교,광고,미응시,無,70.0,7년 9개월,x,서울,경기,경기
영업·판매·TM,텔레마케팅(인/아웃바운드TM),고객전화상담(인바운드),0,계약직,"서울,경기,광주",호남대학교,신문,미응시,無,80.0,0개월,x,서울,경기,광주
영업·판매·TM,영업관리·영업지원,"영업,기획",0,계약직,"부산,,",동아대학교,원예,미응시,無,70.0,0개월,x,부산,부산,부산
영업·판매·TM,영업관리·영업지원,"영업,영업관리,마케팅",0,계약직,"서울,경기,",한림대학교,중국,불확실,無,50.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,전자지불,0,계약직,"서울,,",성균관대학교,정치,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그래머,비주얼C++,C,C++,java,corba,네트워크,일본어",0,계약직,"부산,서울,기타",동의대학교,컴퓨터,미응시,有,80.0,0개월,x,부산,서울,기타
영업·판매·TM,영업·영업기획,"인사,총무",0,계약직,"서울,,",상지대학교,경영,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"광고,AE,홍보,일본어,마케팅,기획",84,정규직,"서울,,",한성대학교,경제,불확실,有,70.0,7년 0개월,x,서울,서울,서울
영업·판매·TM,텔레마케팅(인/아웃바운드TM),상담,0,계약직,"대전,충북,서울",이화여자대학교,성악,미응시,無,60.0,0개월,x,대전,충북,서울
경영·기획·회계·사무,사무·총무·법무,"기획,호텔,영어,서비스,홍보,공사",0,계약직,"서울,경기,인천",동덕여자대학교,보건,미응시,無,80.0,0개월,x,서울,경기,인천
건설·기계·전기·전자,전기·전자·제어,전기건설,0,계약직,"부산,경기,",동의대학교,전기,미응시,無,70.0,0개월,x,부산,부산,부산
IT·게임,시스템분석·설계·컨설턴트·ERP,"DB,H,W,분석,설계,관리,ORACLE,PRO*C,",0,계약직,"서울,경기,",성균관대학교,전자,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"경영기획관리,기획조사,구매,구매관리,구매자재,발주,부자재,상품입출고,상품입출고,생산관리,자재,자재관리,자재입출고,자재통합,재고관리,창고관리",60,정규직,"서울,경기,충북",세명대학교,정보,미응시,有,60.0,5년 0개월,x,서울,경기,충북
